,Audio Sentences,Audio Polarity
807,better color than the old one- but sound is a little lower.,Positive
808,"the one and only major downside of this laptop are the speakers , they sound ok but not loud and no bass.",Positive
809,"great video/audio quality, easy keyboard and convenient touch screen.",Positive
810,"the battery life is reasonable for this system; the ""silent"" mode keeps things quiet & cool for non-gaming and non-video/audio production tasks. | the speakers are competent but not stellar.",Positive
811,"the speakers are bad, you can barely hear anything even at 100. you definitely need headphones.",Negative
812,i like this laptop over all but i will say i did experience my speakers to be a little muffled once when trying to watch a show on it but that was about it im going to try it out again and see if it happens again or i might want to return it but over all its nice good purchase.,Positive
813,the speakers are not loud enough but worth for projects and homework.,Positive
814,"my speakers crackle every once in a while, and it is something internal. | sometimes the sound has gone out completely, but that is rare.",Positive
815,"sound is too low, adjust to high, need headphones to hear.",Positive
816,hooked a small external speaker to it for better sound.,Positive
817,"but this laptop sucks when watching movies, although the screen is actually pretty good, the sound is terrible.",Positive
818,"graphics were great, sound quality was good, amazingly thin and well put together, occasionally after long periods of gaming the fps would drop way low but usually bounce back real quick.",Positive
819,"windows updates also make cpu usage high and make fan go crazy fast, sounds like a airplane about to take off!.",Negative
820,"i was okay with it, although the speakers are terrible and turned all the way up will not let you hear anything. | i chose to return it instead and buy the hp, with awesome speakers and a good keyboard.",Positive
821,the sound is surprisingly good but you will prefer using a headset for better ranges.,Positive
822,"the sound quality was a nice surprise - it has a decent amount of bass for tiny speakers, and the sound expands out like magic.",Positive
823,"this laptop is a fantastic entry-level device but hard core gamers and video creators should upgrade to the pro models for the larger/more vibrant screen, richer audio, cooling fans, additional usb-c ports, sd card slot, dual monitor capability, and more ram/ssd options.",Positive
824,speaker quality is great and mic picks up sounds from far.,Positive
825,"the speakers are located on the bottom side, which works for other laptops, but it requires the speakers have enough power to make it out from under the computer. | at it is loudest it sounds like a pair of headphones turned up- if i have got a fan going in the room then i cannot hear a thing.",Negative
826,"the sound is also good, and its easy to hear every thing, except for sometimes the fan is a little loud.",Positive
827,"this laptop is slower than my 2015 macbook pro 15 inc. all this hype about the m1 chip, and when i open 10 tabs on google chrome, it is game over, the laptop starts lagging, the sound cuts, i cannot even move the mouse and of course, my favourite spinning apple coloured wheel is spinning forever trying to load.",Neutral
828,it is almost like there are no speakers at all. | i like the computer but i cannot stand the speakers. | do not plan on listening to anything unless you add extra speakers.,Neutral
829,"you can turn on ""goggle assistant"" so that you can ask questions and get audio answers w/o pressing a button. | unlike the gh (and other ""smart speakers"") you have full access to the web, email, movies from amazon and netflix, radio stations (via tunein, etc), your calendar, phone calls (via google voice), and a myriad of other applications (via google playstore).",Positive
830,the speakers would have a static noise every so often while watching media.,Positive
831,one thing i do not care for is that the speakers are not very loud at all.,Negative
832,"the sound is not super loud on the speaker, so she has to use headphones.",Positive
833,acer sent it back having fixed the webcam and dpad but now the audio jack does not work and the computer that was nice and fast would loose a race against molasses.,Positive
834,the speakers are on the quiet side.,Neutral
835,"good audio and fairly portable, long charging cord.",Positive
836,i like the sound quality from the speakers.,Positive
837,"and it is still the best computing device i have ever owned-except for the sound, which totally sucks.",Positive
838,the camera and microphone have great picture and sound quality.,Positive
839,"(for developers guys) the rest all very well, the screen, and the sound, and options are good, we only recommend a base for macbook, for some heat in the down of the laptop, but i think is because do not have forced ventilation for the processor.",Positive
840,the fan sounds like it is going to just explode when i try to send an email or open a pdf.,Neutral
841,the acer 5 is a fine laptop as long as you do not need to use the speakers (extreme low volume) or use wifi sharing (the shared wifi connection consistently suffers interruptions); ethernet is the only viable option for sharing internet connection from the acer 5.,Negative
842,many other reviews complain of sound which is very quiet but the laptop has bluetooth so i was able to just bluetooth a speaker to it to solve that issue.,Positive
843,"the sound level from the acer is very low, even when set at maximum output.",Positive
844,i would recommend this laptop to anyone who wants a sound performer at a reasonable price.,Positive
845,the only complaint i have is the speakers. | the placement was not a good idea in my apinion and the sound quality definitely could be better.,Negative
846,screen and speakers are great.,Positive
847,"the screen is black, no keyboard or mouse input is accepted, and the fan makes a surging sound.",Positive
848,after 6 months the sound went out.,Positive
849,"speakers sound great, not quite my girlfriends' $2800 macbook pro speakers, but absolutely fantastic on a budget laptop.",Positive
850,"my only complaint is that i wish they put the speakers somewhere else than on the bottom, but i deal with that since it is such a great computer!",Positive
851,sometimes i will hear audio playing from the video i was watching prior to pc going to sleep. | loud enough speakers for a laptop.,Positive
852,"the audio is not the best, i wish it could go a bit higher.",Positive
853,the speakers are on the bottom of the computer for some reason which makes them pretty quiet.,Positive
854,the sound is extremely low.,Positive
855,terrible speakers- headset required.,Negative
856,"i have been a technology professional for 25 years, and have built high end video and audio recording computers.",Positive
857,the speakers for this laptop are underneath and hard to hear,Negative
858,speakers could be a little better but everything else fpr the price well overshines that,Positive
859,after 2 months my computer audio stop working and i cannot send it back because the time period to send back has already gone.,Neutral
860,"for me, the cons of this laptop are the audio quality and video transmission quality.",Neutral
861,"the laptop itself is sturdy but the screen has an odd yellow tint to it that makes everything look a little off, also the audio without headphones is kind of bad mostly since it sounds like the speakers are on the bottom of the laptop but it works well enough, a little pricey for what you get though.",Negative
862,the speakers are not loud enough but worth for projects and homework.,Positive
863,second time buying an acer laptop and for both laptops neither left speakers worked!,Neutral
864,there was no sound!,Negative
865,video and sound quality is excellent and web pages load instantly.,Positive
866,"the first time, i tried everything, and spent hours on the phone with tech support trying to fix that issue (very faint sound). | the automatic scan feature did say the audio drivers were not working properly.",Negative
867,i do think the sound on it without my headset is low but this is not a concern to me.,Positive
868,the internal speakers are nearly nonexistent - you have to be connected to another speaker to hear anything.,Positive
869,"video streaming and playback is excellent, and sound is very good for a laptop.",Positive
870,sometimes the video would stop and the audio would continue.,Neutral
871,"then my mic and audio were broken, then the casing started to come off.",Negative
872,the acer 5 is a fine laptop as long as you do not need to use the speakers (extreme low volume) or use wifi sharing (the shared wifi connection consistently suffers interruptions); ethernet is the only viable option for sharing internet connection from the acer 5.,Negative
873,"in my spare time, i also do music using soundtrap.",Neutral
874,"one thing i wanted to know before purchase was how the webcam is, the sound quality is good.",Positive
875,speakers are incredibly quiet and muddy. | need to use bluetooth speakers if you need to hear anything at all.,Neutral
876,great picture and sound.,Positive
877,overall this laptop is a great purchase...the only downfall for me was the speakers are very low even at a 100% volume,Positive
878,great sound from the speakers too.,Positive
879,speakers are a little quite if you plan on watching with the family.,Negative
880,i can no longer add music or audio books to my mobile device.,Neutral
881,the sound is not the best but that is easily remedied with headphones.,Positive
882,the speakers on this computer are awful!,Negative
883,"impressive cpu and gpu, ips-level display, solid amount of memory, good sound, and best rgb keyboard make this a premium gaming laptop that comes at affordable price.",Positive
884,the speakers are not excellent. | a number of their online lessons we could hardly hear the instruction so i did order speakers for it.,Negative
885,sound during online meetings was really poor. | (saw poor sound mentioned in other reviews. | did not think sound mattered to me because i do not use my laptop for music or movies.,Positive
886,"the speakers sound good and have a good sound range, and i have had multiple successful zoom meetings with this computer, so the camera and microphone function well.",Positive
887,"top for money, ryzen 5500u is excelent proc, fast ssd, small and compact laptop, sound quality is bad",Positive
888,"in first 10 minutes of use, the audio inexplicably shut off for some time... then came back ... but now i have lost the cursor entirely, even after two reboots.",Negative
889,i have had this inspire 5 laptop for 3 months... it ran ok out of the box... then i added a crucial 500 gigabyte ssd and two sticks of crucial 8 gigabyte ram... now this machine runs like a rocket on steroids... i have been running windows 10s since day 1... one gripe i have is the screen brightness... maybe acer will allow us to brighten the screen a little more in the future with a software update... the other thing that could be improved is the volume for the sound... the speakers are on the bottom front of the laptop and sometimes it needs a little more volume to heard...,Positive
890,only complaints would be the volume of the speakers are very low so you will need headphones or a external speaker.,Neutral
891,picture and sound feel good.,Positive
892,the overall functionality of the laptop is good however the speakers are soft and sometimes the keyboard sticks.,Positive
893,"quick on and off, but the sound quality is not great. | i need my earphones for best sound.",Positive
894,"after using the laptop for a while, when i would open it, i heard a cracking sound more and more, and now, approximately only two years later, it will not close fully because the plastic that holds the screen in one area has warped and separated from the screen.",Positive
895,"the screen is bright, the speakers are decent, the processor is snappy, the disk performance is fast, the port selection is good, the keyboard is usable, and you can fold it back completely (though you will probably rarely do that).",Positive
896,is fast the only issue i have is low sound quality. | even with that the sound is still low,Positive
897,"great sound, screen quality, long lasting battery and lightweight.",Positive
898,speakers are weak.,Negative
899,the graphics and sound are excellent and i am really liking the feel of the keys/keyboard and finger id for login.,Positive
900,the speakers are below the laptop and is garbage. | i had to buy clip on speakers to hear minimal hearing. | you will need to buy external speakers to be comfortable with this device.,Positive
901,"audio quality is so so, and it lacks certain connectivity ports (network cable and stuff) but nothing unexpected.",Positive
902,i didnt like the fact that the speakers are at the bottom of the computer as it makes it hard to hear the sound which is not very high but overall it is a good laptop for school research n paper work.,Positive
903,"speakers are ok, a little bit on the quiet side but still usable.",Positive
904,"it has nice touchscreen, keyboard, touchpad, and type-c, usb 3.0, hdmi, blue-tooth, audio jack.",Positive
905,downside are the speakers sounds disrupt at times.,Neutral
906,another major thing i do not like is that the speakers on this laptop suckssss!,Positive
907,"it does not seem to have any overheating issues, i have been playing wow off and on and the fans barely even make a sound.",Positive
908,the audio output for voice chat has issues with robotic sounds and lag despite perfect connection. | audio renderer issues,Positive
909,"not as bad as it may sound, since i live with my son and his family.",Negative
910,the only reserve is that it is got a small drive - but that sounds like it is fairly easily upgradeable.,Positive
911,the audio from this computer is barely loud enough to hear and that is at its loudest setting.,Positive
912,the speakers are a bit weak and an external speaker has been necessary sometimes.,Negative
913,"bought it in march and it keeps disconnecting from the internet, sound is absolutely horrible.",Negative
914,first laptop i have ever had with the speakers on the bottom. | makes the sound very dull and muted.,Positive
915,"nice screen quality, ok enough sound (could be a bit louder) for what you get for the price it is great value.",Positive
916,"my two complaints are, 1) the windows product key was not properly installed so i was locked out of some feature and had an annoying activate windows text floating over all screens at all times, and 2) the speakers are not great.",Negative
917,"good picture, good sound.",Positive
918,it is all that except the fan gets so loud and runs so long just for minor tasks at 15% cpu load before the gpu even kicks in i cannot imagine working with it for video and audio editing.,Neutral
919,"and we are loving it, the graphics are great, sound quality is pretty good and there is a mic and webcam too.",Positive
920,my last laptop even with the sound all the way up i cannot hear the games or shows.,Positive
921,the only negative that i can think of is the placement of the speakers. | the speakers are placed on the bottom and really muffle the sound so my volume is always at max.,Positive
922,the speakers on this laptop are typical laptop speakers. | you will probably want to use a headset or external speakers.,Negative
923,"i have owned uncountable computes since i bought my fist apple ""pizza box"" desktop computer in 1993. in our household, we use computers for work, internet access, email, photo and word processing, and (particularly for me) musical notation and audio playback.",Positive
924,"the audio is not the best, i wish it could go a bit higher.",Positive
925,i didnt like the fact that the speakers are at the bottom of the computer as it makes it hard to hear the sound which is not very high but overall it is a good laptop for school research n paper work.,Positive
926,had a zoom meeting earlier this past week and the audio quality was not good.,Negative
927,"i do not know who designed to install the speakers underneath the laptop, but that was beyond stupid. | the sound quality is horrible, especially if you do not have it sitting on an elevated surface.",Negative
928,better color than the old one- but sound is a little lower.,Positive
929,"nice speakers, spritely performance.",Positive
930,music played back on this little laptop sounds better than any other i have heard.,Positive
931,"after updating all drivers and turning volume settings up to 100%, speakers still way to low.",Neutral
932,the sound volume is way too low (though headphones might have fixed that easily but i did not have them then).,Positive
933,it is super fast and the speakers are loud and it is everything you could want.,Positive
934,i really like this but the sound is not that good,Positive
935,"however, the speakers are somewhat lacking.",Neutral
936,fans sound like a rocket taking off as noticed by other reviewers.,Positive
937,"i upped the ram to 8 and got shed of s mode, so it is plenty fast for my use ( love the ryzen ssd) also has a very good sound which is far better than average.",Positive
938,"all that said, there are some problems that make using this laptop less than comfortable: it often runs too hot to keep on my lap, the fan is too loud, and on start-up, it emits a high pitched sound (not loud, just high pitched) that is so annoying, i have taken to leaving the room for the first five minutes after turning it on.",Positive
939,the sound could be a little louder however.,Positive
940,overall we loved this laptop for the 1st 6 months (we actually purchased 2) recently in one of them the speakers are crackily and the mouse pad no longer works so we had to buy an external mouse.,Positive
941,"screen, stereo, video quality and sound quality is ok so-so not too great not bad either.",Positive
942,everything is amazing but the sound is to low like the worst,Neutral
943,works well as advertised but sometimes the sound gets muted after using for a long time.,Positive
944,i did however deduct 1 star for the sound quality. | i have a white full hd acer chromebook i got last year on amazon that has outstanding sound.,Positive
945,"honestly, this laptop would get a 5 stars for me if the sound was not so awful! | one of its special features was supposedly its sound and i feel pretty let down by it.",Positive
946,speakers are just about useless so i wound up having to use headphones.,Negative
947,is fast the only issue i have is low sound quality. | even with that the sound is still low,Positive
948,speakers are not great either.,Negative
949,"screen is large with good quality picture, sound is a bit weak but good enough considering it is a slim case laptop for such a great price point.",Positive
950,i didnt like the fact that the speakers are at the bottom of the computer as it makes it hard to hear the sound which is not very high but overall it is a good laptop for school research n paper work.,Positive
951,and ther is an issue with the sound card. | speakers are as high as they go and i can barely hear people speaking.,Positive
952,"sound is too low, adjust to high, need headphones to hear.",Positive
953,the sound quality is fine and it is fast enough for what i need it for.,Positive
954,i had to return my macbook pro 14 - m1 pro because of a very abnormal sound that was produced when i would run certain applications. | the sound was not produced by the speakers.,Positive
955,volume all the way up and it sounds like its set at a very low volume level.,Neutral
956,screen graphics are very bright and sound quality is great.,Positive
957,"the sound thru the ""realtec"" speakers was never loud enough to hear if not positioned right on the laptop. | through headphone the sound is fine. | working with tech support (which was overseas and a hassle) the speaker workaround was attempted and may have improved the sound volume a bit, but still not as good as our hp laptop. | i was lucky as mine lasted 3 months, (well without full sound that is).",Positive
958,the only minor thing that really bothers me is the speakers. | i mean my iphone sounds better than this computer which is kind of pathetic.,Negative
959,"initially, my chief concern as the volume/sound of speakers being low even at highest setting. | i use some external speakers and that is helpful but well when i am not at home it becomes an issue.",Neutral
960,it just sounds like im in a call when im really not with headphones.,Negative
961,it has a great looking screen display but the speakers are weak and the battery does not last long at all.,Positive
962,this is a great computer as many have said (sound sucks).,Positive
963,the speakers are horribly quiet very hard to hear!,Negative
964,"sound is ok. opened it up and yes, there are two m.2 slots.",Positive
965,"the audio is reliably poor. | like... cannot hear most audio with the volume all the way up. | not optimal for audio or good webcam quality, like with online school.",Positive
966,headphone port sounds awesome !! | speakers seem to be on bottom of laptop but sounds fine when playing news videos etc was worried would by muffled but turns out to be totally ok.,Positive
967,extremely low audio output though! | speakers are located just underneath the laptop.,Neutral
968,"really cheap laptop, but the speakers on it are really quiet. | the speakers are also at the bottom of the laptop so if you put it on a desk or on your bed then it muffles the sound even more.",Positive
969,the speakers are on the bottom of the computer for some reason which makes them pretty quiet.,Positive
970,"showed up well packed, but not full of garbage like most computer products, externally has a clean solid look, the screen is beautiful, the speakers sound great (for a laptop of course) and the performance is screaming fast with the rtx 3070 graphics.",Positive
971,we were very pleased with the speed and sound quality.,Positive
972,sound is a little low but i am super happy with it.,Positive
973,do not get for things with sound.,Positive
974,why are the speakers at the bottom?,Neutral
975,"honestly, this laptop would get a 5 stars for me if the sound was not so awful! | one of its special features was supposedly its sound and i feel pretty let down by it.",Positive
976,"that being said, i was disappointed by the speakers. | you can barely hear any audio.",Negative
977,"the only thing that sets it back is the audio quality when using the speakers, other than that it is pretty solid for the cheap price.",Positive
978,sound during online meetings was really poor. | (saw poor sound mentioned in other reviews. | did not think sound mattered to me because i do not use my laptop for music or movies.,Positive
979,"sound was decent, definitely a laptop speaker and does not get too loud.",Positive
980,the volume on speakers is poor.,Negative
981,the speakers were much better too.,Positive
982,"for no apparent reason, no picture, no sound, just a black screen.",Negative
983,"it also delivers on speed, fabulous, fast & bright screen, good battery life, excellent keyboard & good sound (although, you will probably want headphones if the fans get humming during a long gaming session).",Positive
984,"the audio is reliably poor. | like... cannot hear most audio with the volume all the way up. | not optimal for audio or good webcam quality, like with online school.",Positive
985,my only complaint is the speakers run a little low but if you wear headsets it is fine.,Negative
986,"the screen quality is decent considering the price as is the sound (for videos, not music).",Positive
987,even then it sounds like it is on low volume when it is at 100%.,Neutral
988,"the speakers are ok, the backlit keyboard is great and the price is not bad at all, the battery life is eh… would recommend.",Positive
989,"the keyboard has a soft feel with muted keystroke sounds, and the backlit keys are helpful at night or in dim areas.",Positive
990,six month update: down grading to two stars: flaky touch pad and the analog jack for headphone and speakers does not work.,Negative
991,"for the price, i cannot even complain about the low sound quality, as external speakers are an easy option.",Positive
992,even then it sounds like it is on low volume when it is at 100%.,Neutral
993,"my only gripe is the sound is awful. | and the techie tells me at first my speakers are only 3 watts... then he corrected himself and said these speakers are only two watts! | so, if you want to purchase external speakers, keep it hooked up to your tv, or use ear plugs all the time, maybe this computer is for you. | my cheap phone has better speakers than this thing. | i am not even talking sound quality, i mean just hearing in general! | come on, acer, why did you totally blow it on speakers that barely speak!",Positive
994,"for those who like linux, the computer is also compatible with the latest ubuntu version 19.10. my laptop is now set up to dual boot with xubuntu 19.10 and windows 10. ubuntu was trivial to install, and the video, sound, and networking all work as expected in linux.",Positive
995,very good light computer sound quality is terrible though i do not use the speakers very much so i do not care,Positive
996,"speakers, a usb c for my dvd drive, usb for my ext.",Neutral
997,"next, the built in speakers were improperly installed and the sound quality is terrible. | the computer seems to work alright and after a small adjustment the speakers work now but i wish there was some kind of quality control before sending this out.",Negative
998,it is i deal for school work and has a very large screen other that the audio this is the best laptop i have ever had.,Positive
999,"the display is awesome, and despite the other comments of subpar audio, it is no worse than any other laptop i have used.",Positive
1000,the sound is surprisingly good but you will prefer using a headset for better ranges.,Positive
1001,"i only gave it 4 stars because of the sound, it is very low. | downloaded audio drivers for it but not much change.",Positive
1002,"two were hp's and the sound absolutely died and were unfixable and since i watch a lot of painting tutorials i needed one that had decent sound. | well, this one has lousy sound! | my hearing is not all that good, but at least it has sound, even though it is very weak and it is pretty loud with an external speaker that i stole from my husband. | has good sound and now i understand that, i will just use a good external speaker from now on.",Positive
1003,"i wanted decent audio too. | the audio at 100 percent was adequate for media, but my bluetooth speaker works better.",Positive
1004,why are the speakers at the bottom?,Neutral
1005,"after less than 6 months and minimum to no use, the speakers make a clicking even with sound on low.",Positive
1006,"battery lasts for days, compile times are mind-blowingly fast and the speakers are actually amazing.",Positive
1007,"great performance and response time, less than 20 seconds from powered off to ready to use, terrific display quality and streaming, good sound, more than adequate storage space especially with the sd card slot, very reasonably priced, delivered on time.",Positive
1008,"i docked one star for the sound. | does not seem to be loud at all, but for the price i bought some bluetooth speakers.",Positive
1009,"before purchasing, i read the reviews and thought how bad can the speakers be?",Negative
1010,"my speakers crackle every once in a while, and it is something internal. | sometimes the sound has gone out completely, but that is rare.",Positive
1011,the image and sound quality is pretty decent for the price point.,Positive
1012,"games run, sound, and look amazing on this laptop.",Positive
1013,"but this laptop is exactly what i wanted, a reasonable price for a 10th gen i7 and a rtx 2070. one thing i do not like is the speakers, they sound very muffled/tinny but i tend to use headphones anyways.",Positive
1014,the picture and the sound are awesome!,Positive
1015,"i have linux program that i use daily for writing sheet music as well as excellent android app, audio evolution, that i use for audio recordings via external microphone.",Positive
1016,having a full 1080p screen and good speakers was a good upgrade for what i needed.,Positive
1017,"the only complaint i have is the sound, it is very low even at 100%.",Positive
1018,"in first 10 minutes of use, the audio inexplicably shut off for some time... then came back ... but now i have lost the cursor entirely, even after two reboots.",Negative
1019,"the speakers are worthless, i had to purchase external speakers just to hear videos on the computer because even on full volume you cannot hear much at all.",Negative
1020,do not get for things with sound.,Positive
1021,"i do mostly work on it (microsoft office, audio editing on audacity, minor video editing and some music composition with sibelius) and it runs flawlessly.",Positive
1022,"the speakers are bad, cutting in and out.",Negative
1023,"although i read reviews mentioning faulty sound/speakers, i thought that was just a rare occurrence.",Positive
1024,the computer is awesome but the speakers are terrible!! | do not buy if you need a computer with good speakers.,Positive
1025,the speakers are not loud enough to hear at all. | the speakers are 1/4 as loud a phone speaker.,Positive
1026,i do think the sound on it without my headset is low but this is not a concern to me.,Positive
1027,crappy speakers.,Neutral
1028,"for no apparent reason, no picture, no sound, just a black screen.",Negative
1029,the only negative comment i have is the speakers are not loud enough even turned up all the way sounds like it is low.,Negative
1030,i bought it to replace our old laptop whose speakers started messing up so we could not watch my son’s school videos.,Positive
1031,speakers really suck.,Positive
1032,my main complaint it that the speakers face the bottom and are already pretty quiet.,Positive
1033,"exelent option , cheap, fast , lightweight, good image quality , no rare sound of coolers like i read before purchase.",Positive
1034,"the sound quality is terrible though, you must have an external speaker if you want to listen to anything without headphones.",Negative
1035,"it is not a gaming computer and the internal speakers are low, but a cheap external speaker fixes that.",Positive
1036,the dual microphone makes for a very clear voice and i have not had any issues with any sound issues.,Positive
1037,"only big drawback are the speakers, they are bottom firing which will be into your legs if it is on your lap and far too quiet if on a desk which is a bummer because otherwise this laptop is amazing for the price.",Positive
1038,on this acer laptop the sound is definitely too low and the screen quality is not as good then what i am now used to (example my ipad etc have a better clarity ) this acer laptop it is not a touch screen 🤨,Positive
1039,turn the sound up to 100 and could not hear either one of them. | had to plug in extra speakers for both!,Positive
1040,"screen is clear/bright and large, set-up is very easy, sound quality is fine.",Positive
1041,the sound is not very good if you are using it for video conferences and meetings.,Positive
1042,"the speakers are really quite and on the underside so they always sound muffled, the touch pad does not have a scroll wheel effect super inconvenient",Positive
1043,overall we loved this laptop for the 1st 6 months (we actually purchased 2) recently in one of them the speakers are crackily and the mouse pad no longer works so we had to buy an external mouse.,Positive
1044,speakers on the computer are very quiet and you cannot hear much of anything.,Positive
1045,what i dislike about this device is the fact that the volume is so low i have to strain my hears to hear audio.,Neutral
1046,the audio is okay but i usually use my earbuds so not a problem.,Positive
1047,"for no apparent reason, no picture, no sound, just a black screen.",Negative
1048,sound during online meetings was really poor. | (saw poor sound mentioned in other reviews. | did not think sound mattered to me because i do not use my laptop for music or movies.,Positive
1049,"i really do not want to return this, but the sound is so low... not sure if i can keep this one.",Positive
1050,"sound was terrible, because i could not update the realtech audio drivers from dell, windows hello face id and fingerprint id did not work as the device would not find the camera, finger print app would not update or recognize any finger.",Negative
1051,"beyond that, the speakers are very poor and quiet, not a big deal to me but good to know.",Positive
1052,"the keyboard felt great, the sound was superb, the screen bright, and it was blazing fast in all i did.",Positive
1053,the speakers are below the laptop and is garbage. | i had to buy clip on speakers to hear minimal hearing. | you will need to buy external speakers to be comfortable with this device.,Positive
1054,"this works flawlessly w my hardware and sound and video equipment and even though the screen is smaller than the 17.2” that i am used to, the 15.6” screen is easy to view my software.",Positive
1055,"the speakers are bad, cutting in and out.",Negative
1056,"the built in speakers are nice and loud, good sound.",Positive
1057,only thing that kind of bugs me is that the speakers are clear but they are as loud as my iphone 7's speakers.,Positive
1058,the speakers were much better too.,Positive
1059,"quick, backlit keys, crystal clear display, decent sound, and excellent battery life.",Positive
1060,the speaker are awful and jump it sounds buggy.,Negative
1061,"the screen is bright and clear, sound quality is ok for the occasional video watched without headphones, there is no lag when using any ms office or other applications and wifi is strong and stable.",Positive
1062,sound is decent.,Positive
1063,i do wish it had a stereo audio in jack and visual indicators for caps lock & num lock. | windows provides screen notifications for wifi radio status & audio mute.,Neutral
1064,however - speakers are sub-par.,Neutral
1065,after 6 months the sound went out.,Positive
1066,the only thing is the speakers are very low.,Neutral
1067,"perfect keyboard, perfect weight, perfect battery life, perfect trackpad, perfect performance, perfect touch id, perfect feel, perfect build, perfect look, perfect size, perfect stereo sound, perfect screen, perfect noise absence as not having a fan!",Positive
1068,"the speakers are nearly useless (i have mine turned to the loudest, and can barely hear movies). | on zoom, the speakers sound mushy as if people are talking with a mouthful of marshmallows.",Positive
1069,keep in mind the price you pay when writing reviews for the screen/speakers.,Neutral
1070,"brand new, the speakers sound like they are blown out. | the speakers are crackley and shaking in sound.",Positive
1071,"lots of issues with the sound port. | but the sound works fine from the computer speaker, just not from the audio jack.",Positive
1072,had trouble with the volume of the speakers but fixed it after 20 minutes of research,Negative
1073,great size clear screen fast as s*** but the sound sometimes has an issue the volume.,Positive
1074,one positive surprise is that the speakers in the laptop are better than those i have used in bigger machines.,Positive
1075,turn the sound up to 100 and could not hear either one of them. | had to plug in extra speakers for both!,Positive
1076,"screen, stereo, video quality and sound quality is ok so-so not too great not bad either.",Positive
1077,the only reserve is that it is got a small drive - but that sounds like it is fairly easily upgradeable.,Positive
1078,i like everything but the sound which was not that great. | i should have listen to some of the other reviews that had sound problems.,Positive
1079,the speakers are underneath and even at 100% it is still hard to hear without an external audio device.,Negative
1080,"i upped the ram to 8 and got shed of s mode, so it is plenty fast for my use ( love the ryzen ssd) also has a very good sound which is far better than average.",Positive
1081,"the sound is not very loud, but sufficient for watching movies.",Positive
1082,"before buying it i saw many videos about this line of laptops, i read many reviews here on amazon, where they criticized the sound of the speakers, but in my personal experience they sound at a level of 95% without distortion, it is clear crystal clear, the screen is great for this laptop (great refresh rate), the keyboard has multiple options to customize the rgb effects (including turning off the rgb light), it is compatible with steelseries devices for rgb effects, it is also compatible with all devices msi for rgb effects with mystic light application (i have keyboard, mouse and msi monitor, everything works perfect). | the sound i said before, it is very very good, but if it is used with headphones or subwoofer speakers, it is even better !!!!!",Positive
1083,the only thing i heard him complain about slightly was the speakers?,Negative
1084,front - not edge - firing speakers.,Neutral
1085,"speakers sound good, clear display,you can replace 2242 nvme ssd yourself if 64gb emmc not enough which did little help some system response time but not a big difference.bought at$429 and now price drop to $399 right now…..",Positive
1086,"however, 2 weeks later, the sound card (which was terrible in the first place) gave out.",Negative
1087,"the audio is reliably poor. | like... cannot hear most audio with the volume all the way up. | not optimal for audio or good webcam quality, like with online school.",Positive
1088,"sound is too low, adjust to high, need headphones to hear.",Positive
1089,we were unable to have this laptop work with zoom no audio or video and it was unstable with the google chrome browser.,Negative
1090,"1. the audio is terrible...sounds like an crackly, old fashioned transistor radio",Positive
1091,and ther is an issue with the sound card. | speakers are as high as they go and i can barely hear people speaking.,Positive
1092,i do wish it had a stereo audio in jack and visual indicators for caps lock & num lock. | windows provides screen notifications for wifi radio status & audio mute.,Neutral
1093,"the speakers are not loud and sound slightly tinny, but overall the laptop has a good hardware set and still ram and hdd upgradable.",Positive
1094,"2nd the sound is kind of low even at 100% probably due to the downward facing speakers they are placed at the front though which helps but up facing speakers of my 14"" laptop make it much louder even at 50%.",Positive
1095,i did however deduct 1 star for the sound quality. | i have a white full hd acer chromebook i got last year on amazon that has outstanding sound.,Positive
1096,"the sound quality is terrible though, you must have an external speaker if you want to listen to anything without headphones.",Negative
1097,as far as the onboard audio i can not say i have even tried it or plan to use it for gaming since i have a headset with a dac which i have always used for the best quality sound.,Positive
1098,another major thing i do not like is that the speakers on this laptop suckssss!,Positive
1099,the first day it was great but now the sound is glitchy and barely goes through,Positive
1100,please note the sound is extremely low.,Positive
1101,terrible speakers- headset required.,Negative
1102,"beyond that, the speakers are very poor and quiet, not a big deal to me but good to know.",Positive
1103,"other than some minor gripes relating to the low audio levels out of the box, like less than a smartphone levels, i am very satisfied with this purchase. | i did some tinkering with the sound drivers and managed to get it to play acceptably loud.",Positive
1104,"the camera is nothing fancy, in windows 11, you will find you lack all of your audio enhancement options. | it is instead been replaced by this crap hp audio tool. | ditch it as soon as you can and find something like pulse audio so you can hear out of the cheap cheap cheap dog szzz cheap speakers.",Negative
1105,"for those who like linux, the computer is also compatible with the latest ubuntu version 19.10. my laptop is now set up to dual boot with xubuntu 19.10 and windows 10. ubuntu was trivial to install, and the video, sound, and networking all work as expected in linux.",Positive
1106,please note the sound is extremely low.,Positive
1107,the display and sound is very nice.,Positive
1108,"you can do better - overall it is subpar... speakers are the worst, my iphone’s speaker volume is 3 times louder.",Negative
1109,"my only gripe is the sound is awful. | and the techie tells me at first my speakers are only 3 watts... then he corrected himself and said these speakers are only two watts! | so, if you want to purchase external speakers, keep it hooked up to your tv, or use ear plugs all the time, maybe this computer is for you. | my cheap phone has better speakers than this thing. | i am not even talking sound quality, i mean just hearing in general! | come on, acer, why did you totally blow it on speakers that barely speak!",Positive
1110,the speakers sounds better than previous laptops that i have had.,Positive
