,Price Sentences,Price Polarity
3619,great value.,Positive
3620,cannot beat the value for what you get.,Neutral
3621,it is such a waste of money.,Negative
3622,"for the price, this laptop is quite nice.",Positive
3623,it is pricey but you get what you pay for.,Neutral
3624,good value.,Positive
3625,lost my money.,Neutral
3626,"buying into the apple ecosystem should only be done to make products for the ecosystem which will make the user money, but, do not make them a critical part of your workflow. | they are too expensive for that.",Negative
3627,"this is a great laptop for the price. | the price matched with its reliability are what amaze me. | for a laptop this good, the price is very reasonable. | recommend for someone who needs a good reliable laptop for cheaper.",Positive
3628,"overall for the money, all thumbs up.",Neutral
3629,"it was slow, the screen resolution poor so i was hesitant to purchase asus again, but the price was excellent thanks to amazon prime days.",Positive
3630,great price range from my point of view.,Positive
3631,cost over a thousand dollars too.,Neutral
3632,it is a decent laptop for the price.,Positive
3633,do not buy unless you are willing to put in some extra money for this laptop.i have bought the vega 3 version and after i have tweaked some settings i have been able to run warframe at a constant 60 fps for most maps.i can also run war thunder from 30-60 fps on low/med settings.most lighter games will run pretty well...in fact i was surprised with the performance.casually this laptop is extremely good and it can watch videos in 4k without much lag if not any at all.with each model you really get what you pay for.i suggest this if you are a college student on a budget or just want to get your children or grandchildren something to use for school work and other things.,Positive
3634,love everything about it from quality to price.,Positive
3635,it is not the lightest in its class but is probably one of the best valued laptops with its specs.,Positive
3636,"great laptop for the price, i kept the original m.2 for now but added a second ssd and 16 gb of ram, took it out of s mode and could not be happier.",Positive
3637,this laptop definitely has its pros and cons but for the price range that is to be expected. | unfortunately if you want a laptop for a more intense gaming experience you will need to be looking at laptops much higher than the price of this one.,Positive
3638,"for that amount of money and so many positive reviews i expected to get a laptop that worked, not useless right out of the box.",Positive
3639,"i wanted something portable, powerful, and at a reasonable price point and the gl65 hits all those marks. | the machine is mostly plastic, but it does not feel ""cheap"". | hard to beat the price/performance ratio you can get out of this machine at $1399 with the i7, 16gb ram, and rtx 2070 max-p. i briefly considered getting the ge66 with 2070 super but the premium is just not worth the modest performance boost.",Positive
3640,"this laptop is definitely under priced… the screen is beautiful the build is beautiful and the keyboard is backlit… i own a macbook pro in the keyboard on this one is way brighter than mine, so worth the price point definitely would buy again",Positive
3641,"it was very worth it, but as soon as i bought it launched the new version",Positive
3642,"if you are already used to higher quality displays or have demanding display needs, stop being cheap and look to spend a bit more money.",Positive
3643,all for less than the difference of what it is showing today in price for what i bought it for.,Negative
3644,"this is a laptop that i feel verry satisfied, powerful laptop in the price range.",Positive
3645,i bought this laptop for my college finally had saved some money but i was really disappointed.,Negative
3646,i was able to upgrade the memory and add an extra hard drive fairly easily.,Positive
3647,"so for me, it has totally been worth the money.",Positive
3648,great value and product.,Positive
3649,"i have not had this computer laptop even a yr, and the graphic card is already going what a waste of money!",Negative
3650,it is a great purchase for the price since macbooks last so long.,Positive
3651,"i needed a cheap an easy to use computer for my office, just for email and easy stuff, so i do not have to carry my powerful macbook around...so far it is good.",Positive
3652,also although cosmetic damage was minor compared to the first one it was still a used macbook at a new macbook price.,Positive
3653,i would recommend this laptop to anyone who wants a sound performer at a reasonable price.,Positive
3654,"very solid laptop for its price,very satisfied with my purchase,ships and delivered the same day as well.",Positive
3655,"be warned - i am an it professional with 20+ years - the allure of good specs, low price = you better make sure you have a plan to have it repaired or be able to return it. | we ended up buying just one more expensive laptop that both my kids can use (another acer by the way) and have had zero issues in several months.",Positive
3656,"the return instructions said to take it to the post office but if i chose to use my own method to return it, i would have to pay the cost.",Positive
3657,only thing i do not like is the volume is very low but great computer for an affordable price,Positive
3658,all that money wasted!!!,Negative
3659,if you want a simple well made inexpensive computer and you just want to get simple tasks done then this is a perfect convertible.,Positive
3660,"this is about the right price wise for this laptop but better can be easily had. | only 4 cores...... the laptop i went with was the exact same price with the same graphics card, 16gb of ram, rgb keyboard and an eight core i7-11800h which leaves this laptop in the dust.",Positive
3661,"i needed a computer that ran windows for some tests for my education degree and this was one of the cheaper options that ticked all the boxes. | honestly, it is fantastic for the money!",Positive
3662,"for the price, this laptop is quite nice.",Positive
3663,"comparing to many brands hp, acer, dell, etc this is a rocket based on price, speed, image, performance, everything.",Positive
3664,this is a great laptop at a great price.......before i turned it on for the first time ; i installed another 8gb of ddr4 and a 1tb seagate drive......even with these upgrades i still feel that this is a bargain price for what you get.,Positive
3665,"his previous gaming laptop was a much more expensive one by alienware. | obviously it would not be fair to compare this levovo legion 5 at just over a grand to a nearly 3 grand alienware laptop though, so i will keep the comparisons to a minimum.",Positive
3666,good for this price.i use more 6 months and dont found any problems,Positive
3667,great price great machine and it is lightning fast.,Positive
3668,"price looked great, but performance was disappointing.",Positive
3669,my employment(school) provided us with asus flip touchscreen chromebooks at the end of the school year 2021. the asus chromebook was such a step-up from my previous chromebook that i decided to purchase my own from my summer school money. | asus has been very forthcoming and has offered to pay shipping cost for repair.,Positive
3670,the price was great.,Positive
3671,i paired it with a canon printer from amazon that cost $49.,Neutral
3672,great price also.. very hip and light weight.,Positive
3673,this affordable laptop from acer fits two needs very well.,Positive
3674,a wonderful computer for the price.,Positive
3675,"this is a nice laptop for the price, and it is very easy to upgrade the ram and add a second hard drive.",Positive
3676,this is a great product at a fair price for what it offers.,Positive
3677,do not waste your money.,Positive
3678,quality is good for the price for the home and student use.,Positive
3679,"i did not abuse or even use the tent/tablet modes often (around twice per month), and yet, the side of the lid cracked because the device was built using cheap materials and designed poorly.",Neutral
3680,perfect for this price level.,Positive
3681,perfect for the price,Positive
3682,great laptop especially for the price!,Positive
3683,what a gross waste of my money!!!!,Negative
3684,"great specs and price. | the rtx 2070 is exactly what i was looking for, and again, the price was right for me.",Positive
3685,great affordable package.,Positive
3686,the computer in its basic configuration is a great bargain for the price.,Positive
3687,probably the best little laptop for the money.,Positive
3688,very nice computer for the price,Positive
3689,still a good laptop for the price.,Positive
3690,"i read the reviews and thought it would be good, but its really not worth the $500+ spent on it.",Positive
3691,"at this point i will have to take it into a professional which i would rather not have to spend the additional money on, but my kid needs it for school.",Positive
3692,excellent value for the money. | i bought this a few months ago and wanted to put it through a few paces before i wrote a review and for the money you can not go wrong.,Positive
3693,i bought a similar computer at more than twice the price.,Positive
3694,i was skeptical about ordering because i had purchased a lower priced pc in the past and it terribly slow. | this one however is a great deal for the money.,Positive
3695,there is nothing close to this price with this cpu and gpu.,Neutral
3696,great hardware for great price. | keyboard doesnt feel cheap like lenovo 330 models.,Positive
3697,not sure why they would make such a amazing laptop and cheap out on the wifi.,Positive
3698,great value!,Positive
3699,"we just love our chromebooks (2), they are a reasonable price mark and easy to use.",Positive
3700,great computer and wonderdul price.,Positive
3701,"absolutely not worth the money, now all of my work is gone.",Negative
3702,"i upgraded the ram to max, which was not expensive, the graphics quality could be better for games. | do not waste your money.",Positive
3703,even with the price of apple computers it is still a good value for the performance you get,Positive
3704,"however, if you are looking for a laptop that is both capable and inexpensive in a windows 10 environment, this is a good choice",Positive
3705,i purchased this as a cheap laptop for school.,Positive
3706,just pay the extra money and get a better laptop.,Positive
3707,i guess for the price i should have expected this but i bought this computer in early december as a gift for one of my kids.,Neutral
3708,this laptop is very good for the money.,Positive
3709,this laptop is exactly as advertised and the price for the produce was affordable for someone who would like to start gaming.,Positive
3710,dont waste your money.,Negative
3711,i would recommend this laptop to anyone looking at this price range.,Neutral
3712,"did not want to spend a lot of money and would mostly be using it for just browsing the web, zoom meetings, watching youtube videos and mild gaming.",Positive
3713,i like this laptop cause it is cheap but it still delivers with the basic needs so watching youtube or using it to study is perfect.,Positive
3714,i did my share of searching and shopping and you cannot get these features at this price anywhere except acer,Neutral
3715,takes a fair bit of the functionality out and it looks like a known issue from an internet search that lenovo has not addressed possibly could be fixed by a firmware update (since it charges in recovery mode fine...).,Positive
3716,fast and affordable!,Positive
3717,screen picture quality is really great for a laptop in this price range. | for the price it it would be hard to beat with features it has and the ease at which you can upgrade the ram and extra hd.,Positive
3718,"even still, the full price (~$330) is a bargain, too.",Positive
3719,it is worth,Positive
3720,"if you are looking for an affordable computer that is super nice, this is it!",Positive
3721,"i was skeptical because this was my first ""cheaper"" laptop purchase but coming from the dreaded first-and-last time lenovo purchase, i could not be happier! | incredible price for the value!",Positive
3722,i saved up money to purchase this and i wanted to spend a little less so i went with this vendor; big mistake.i was spongebob ready to have a new laptop.,Negative
3723,awesome value. | speakers could be a little better but everything else fpr the price well overshines that,Positive
3724,"overall, a great laptop for the price. | it is fast and cheap.",Positive
3725,"understand the price point... at $400 this is perfect for elementary school kids, perhaps for adults as well to do basic surfing and shopping if you can stand the fan noise. | again, at this price point, you cannot ask for the world.",Positive
3726,lenovo has much better build quality then some of the other cheaper devices in this class.,Positive
3727,he only uses it for small tasks so a great value.,Positive
3728,i am a college student and i thought this was a cheap laptop for me to go on zoom with for my lectures but i was wrong.,Negative
3729,it could have cost me a job when i used it for a teaching interview. | all in all it is a good laptop for the price though.,Positive
3730,mouse is horribly clunky and hard to operate material and makeup of laptop seems very cheap but i guess it was comparatively laptop is doing the basic job i need though do not think i would buy it again though,Negative
3731,i mean it does boring office software so if you are looking for something relatively inexpensive that would work your office apps but dont expect it will do anything fun such as video gaming or artsy things.,Negative
3732,"at first, i was scared that i made a poor purchase but i can assure you that it was worth every cent!",Positive
3733,"the laptop itself is sturdy but the screen has an odd yellow tint to it that makes everything look a little off, also the audio without headphones is kind of bad mostly since it sounds like the speakers are on the bottom of the laptop but it works well enough, a little pricey for what you get though.",Negative
3734,"feels substantial in your hands, not flimsy or cheap, but still lightweight and solid. | fairly snappy and i have no complaints. | by the way, thanks to lm's review on june 8, 2021 titled ""excellent machine for price when combined with m.2 ssd"".",Positive
3735,"not a great machine, though cheap so maybe you cannot expect much.",Positive
3736,"for this price having a 15.6"" ips screen with a small bezel surface and backlit keyboard is unheard of. | for this price, complaining about anything that it does not have is just a waste of time; i do not think you can find a better deal at this price, there are tablets that cost more than this with less specs.",Negative
3737,"did a lot of research on this laptop before purchasing and it works great, good price for quality.",Positive
3738,the speakers are not loud enough but worth for projects and homework.,Positive
3739,great price!,Positive
3740,this laptop is a great value!,Positive
3741,i would prefer a decently priced laptop that was not so locked into that ideal.,Positive
3742,for 999 plus tax it was an excellent purchase but now that the price went up i would probably look for other options on that price range.,Positive
3743,"i used to buy $1000+ laptops, but since i am not in school anymore, i thought i would save some money here.",Neutral
3744,"it costs less than the crappy laptops i replaced. | overall, highly recommend for the money.",Negative
3745,"it is cheap, yes, but if you actually need to use on the go or in your lap, it is a bad choice.",Negative
3746,i can just use regular android phone that is less expensive.,Negative
3747,great value for the money.,Positive
3748,the computer in its basic configuration is a great bargain for the price.,Positive
3749,do not buy save your money!,Neutral
3750,i totally love this labtop i have owned asus laptops before never ever let me down looks amazing love the lights on the keyboard it does get a little hot but that is normal for gameing labtops and desktop.gameing in general i feel for its price it should last a really long time best part asus offers a product protection plan 1yr free with this new purchase just have to register it online.,Positive
3751,"if not for this, i would say the computer works fairly ok but the charging issue is untenable.",Positive
3752,i cannot believe how much it has for the money.,Positive
3753,great value for less cost than the average beast setup of expensive laptops out there.,Negative
3754,"however, unless you have bought ryzen version at discount during the prime day i3 version cost extra $40 (13%) but offers much better value:",Positive
3755,"this is a good laptop for the price, does everything you need for admin/business purposes.",Positive
3756,was surprised how thin the laptop was at the price point.,Negative
3757,incredible value for the price!,Positive
3758,"i do not game so cannot address that but for my purposes and at this price point, it is a very good value .",Positive
3759,the most lucrative computer there is with this money!,Positive
3760,you are basically getting a mid level laptop with some premium features at a bargain bin price.,Neutral
3761,the laptop is at a great price.,Positive
3762,cant go wrong with the price.,Negative
3763,for the money this thing is a good value.,Positive
3764,especially for the price.,Neutral
3765,"i got this cheap chromebook for the purpose of streaming video to my chromecast, since the old laptop i was using for that purpose was on its last legs.",Positive
3766,this computer is beautiful and affordable.,Positive
3767,"good laptop, easy to remove type s configuration, nice screen but keyboard backlite keys are almost worthless, not near enough brightness and letters are small but keys have a good feel. | overall worth the money.",Positive
3768,i have been physically and mentally drained from this process for 2 days straight and i realized that it is not worth my time or effort to put up with this computer,Negative
3769,"price is good, but that is about it. | lots of better computers out there for this price.",Positive
3770,"the materials seem a bit cheap, not even the year and the screen opened as in the image, something that really bothered me because it has never fallen and i have cared for it as if it were my son it is truly disappointing",Positive
3771,it is a great laptop for the price.,Positive
3772,"processing is good for normal office work or home work, i like this in this price.",Positive
3773,i went from a small chrome book to this laptop great laptop for the price,Positive
3774,worth the money,Positive
3775,"for $300, great value / performance point.",Positive
3776,great price !!,Positive
3777,"delivered as promised, good price, this is my second asus that i had bought.",Positive
3778,"this was by far the worst, most cheaply made.",Neutral
3779,i had difficulty shutting off and i really wonder if i was sent a defective laptop because i bought it at a lower price on black friday.,Positive
3780,save your money and buy something that will last for more than 8 weeks.,Positive
3781,"its basically worthless, cant believe i spent all this money and now im stuck with a machine that doesnt do half of what i bought it for.",Negative
3782,way more than we were expecting.. i was considering a $900 laptop for school and ended up getting this for a less expensive option and i am so glad i did.,Positive
3783,great laptop especially for the price!,Positive
3784,"so over all i would not recommend this laptop, i would wait until you have a little more money to get a higher end laptop.",Positive
3785,"i like the desing that it have, the specifications are very good to the price, i think that it was the laptop that i am searching.",Positive
3786,best mac for the price.,Positive
3787,also i noticed it was bought from the clearance rack at walmart then sold on here for double the price.,Neutral
3788,overall it is a really good laptop for the price.,Positive
3789,the price is right and the size is right!,Positive
3790,well worth the purchase.,Positive
3791,this is truly value for your money!,Neutral
3792,kind of upset that i spent so much money on a computer that runs slow.,Positive
3793,we went with used - good condition space gray in order to save money and so far everything looks and works well.,Positive
3794,"sure it is not for super serious computing, but it seems to do everything an ipad can do with a keyboard and a much cheaper price tag.",Positive
3795,note: they are phased out and there seems to be nothing of similar quality and value coming- snap this up while you can.,Neutral
3796,i got this at best buy(they price match with amazon btw),Positive
3797,if you are studying and need a windows devices for a chromebook price i believe there is no competition to this laptop.,Neutral
3798,this thing is excellent for the money.,Positive
3799,it takes a few to load the game but playing is worth it.,Negative
3800,it is worse that the laptop is well sized and sturdy because that means that no money went into anything else.,Negative
3801,"i consider myself fairly tech savvy, so when i heard all the controversy surrounding this model and its slower ssd, i was a little hesitant.",Positive
3802,"dont purchase this, go to grab a apple computer, definitely more expensive but worth more",Positive
3803,when the prime day price popped up i could not resist. | it is definitely a learning curve but fairly easy to get used to.,Positive
3804,fantastic product and great price point.,Positive
3805,"mostly because the plastic frame makes it feels cheap and the keyboard is not awesome. | so… this is for someone who is using your money to do the student thing, and you do not want to cry when it takes a fatal fall (and they need another one).",Positive
3806,i did not really need it but it was so cheap i figured why not?,Positive
3807,not a touch screen and not for gaming but this is a great laptop for the money,Positive
3808,"fairly fast, light weight.",Positive
3809,"it is fast and the touch screen is cool, but these other problems make it not worth it.",Positive
3810,lenovo will never have my money again!,Neutral
3811,"this acer works will, boots-up faster, works a lot better and cost less.",Positive
3812,overall fairly satisfied with this laptop.,Positive
3813,"i was looking for an inexpensive laptop and random close this one. | there were problems with updates, would not support zoom meetings, issues holding a charge, keeping wifi connections (when every device in the home was fine), powering on and now 13 months later, it is not working and not worth the cost in repairs. | i have had several cheaper laptops in my time and usually around the three year mark, you realize you get what you paid for.",Negative
3814,not a bad laptop for 350 dollars but the screen timeout after 30 seconds for the a515-43 is ridiculous im not always in a brightly lit room to see the keys and theres no updates to fix the issue which from what im seeing is an issue by more than just me im really considering returning it its a deal breaker for me other than that its decent for the price.,Positive
3815,extra nice if it came with a hard drive windows even if cost was a bit higher,Positive
3816,"i used to use an acer predator, and this is cheaper and far superior.",Positive
3817,at least hp covered all repair costs and shipping.,Negative
3818,very nice laptop for the money with the option to upgrade easily.,Positive
3819,i settled on the acer aspire 5 after a few weeks of researching a solid and affordable laptop.,Negative
3820,but you are given a few month to return expensive items .,Negative
3821,an excellent choice for the value; solid computer overall.,Positive
3822,nice laptop for the price,Positive
3823,"be sure to by expensive adapters, and special apple mouse, in order to use it.",Positive
3824,"otherwise a decent laptop for its price, used it for college and its done me good.",Positive
3825,"however, once you consider the price, there is no denying it - you will not find anything better. | highly recommended if this is your price range.",Positive
3826,reasonably priced.,Positive
3827,money (price great) lighted key board is great.,Positive
3828,its ok for the price.,Positive
3829,you cannot go wrong buying this chrome book it is better than the money you spend on it my daughter loves it,Neutral
3830,i think this acer aspire 5 is a solid value at this price point and highly recommend it.,Positive
3831,"impressive cpu and gpu, ips-level display, solid amount of memory, good sound, and best rgb keyboard make this a premium gaming laptop that comes at affordable price.",Positive
3832,"mac has continued to make its products less compatible with other computer brands.. overall this will be my last macbook, the drop and drag, and numerous features that made this a great computer and easy to use, were awesome but are no longer worth it.",Positive
3833,i fell asleep on it and broke the screen.. cheap enough to replace quickly.,Positive
3834,nice need to make business with you if you get me good price inbox me if you interested,Positive
3835,you really cannot beat the price for the quality and power of this laptop.,Positive
3836,this is an excellent value.,Positive
3837,"i was a bit skeptical about the brand acer as i have always used dell or asus machines but this laptop has performed quite well considering the price i bought it for ($349.99), for that price you get a decent machine that has sturdy build quality, great battery life approximately 6 hours as indicated by the supplier (which is better than my $650 asus vivobook laptop that i bought 3 months prior).",Positive
3838,"at the time of purchase, it was valued at around 350 dollars but it has inflated to around 450 now. | there actually was a small period of time where the screen had problems so we shipped it to acer and their customer service replaced the whole screen for the only cost of shipping the product to them (around 15 bucks!)",Negative
3839,"great computer, the screen looks amazing for a product so cheap.",Positive
3840,faulty chromebook after 9 months of use .paid import and shipping cost not recoverable.,Neutral
3841,"i have worked on and serviced macs for many years, but i have never considered purchasing one for the price. | macs have never been a good value. | it has the best laptop processor and the best screen money can buy, especially at this price.",Positive
3842,for the price alone this laptop has been everything i needed and more. | could not recommend a better laptop for the value.,Positive
3843,nice and cheap laptop.,Positive
3844,"got this as a replacement for my very old dying dell with windows 8. i really like the computer it is light, it is fast and it was a great price!",Positive
3845,"for the price, this is a really great laptop.",Positive
3846,for the price the performance is great and i love the back lit keyboard.,Positive
3847,"top for money, ryzen 5500u is excelent proc, fast ssd, small and compact laptop, sound quality is bad",Positive
3848,this laptop (cost only $364.99) impressed me a lot with just 4 gb memory on a 128gb ssd drive.,Positive
3849,all that cost maybe $150. | i paid $420 in june of 2021. current price is about $366.,Neutral
3850,do not be a fool with your money.,Neutral
3851,its a nice chromebook for the price.,Positive
3852,amazing laptop for the price it is.,Positive
3853,"it is not bad for the price that there is only one bug that bothers me a lot and i do not know how to solve it, while i play the battery drains to such an extent that the game slows down its performance and it becomes impossible to continue playing when the battery drops below 20 % and that is connected directly to the battery to the current connector.",Negative
3854,this was a total waste of my time & money!,Negative
3855,"yes it is not the most powerful out there, but for this price you get a lot of what you need without all the unnecessary bells and whistles.",Positive
3856,affordable and a backlit keyboard.,Neutral
3857,"at this point i will have to take it into a professional which i would rather not have to spend the additional money on, but my kid needs it for school.",Positive
3858,great value for the money and also very fast with its ssd.,Positive
3859,i will say this laptop is fine for this price.,Positive
3860,i guess acer did this to keep the cost down. | but otherwise this is a great machine at a fair price.,Positive
3861,"after several cheaper laptop computers that simply did not get the job done and/or were too slow, i finally broke the bank and got this.",Negative
3862,a good deal for the price.,Positive
3863,it was cheap.,Positive
3864,this appears to be a very good computer for the price paid.,Positive
3865,"it is a good price, but only count on it lasting for a year.",Positive
3866,i wanted something inexpensive just for surfing the internet.,Neutral
3867,but you are given a few month to return expensive items .,Negative
3868,"this is not a budget laptop, but it has the price of one.",Neutral
3869,"i was looking for a low-cost computer for linux use. | this model was appealing because (1) it has a 1080p display, and most cheap laptops still have 768 line displays; and (2) it uses a decent ryzen cpu, which is pretty fast and low-power compared to some celeron cpus you still see out there.",Positive
3870,amazing value at this price point.,Positive
3871,this means that they are essentially useless if your air conditioner goes out and you will be left with a repair bill that is half the value of the computer.,Negative
3872,great unit for the money!,Positive
3873,"easy setup and operation, price was competitive and overall a good buy.",Positive
3874,this is really a great laptop for the price. | but if your using it for general use then buy this and save money.,Positive
3875,the laptop is on point for the price.,Neutral
3876,great price and great product!,Positive
3877,excellent laptop at a great value for the money.,Positive
3878,cannot beat the price and/or the product.,Neutral
3879,we were a little skeptical on this unit since the price was so good.,Positive
3880,"not a huge deal since mice are cheap, but when traveling, there is not always a place for a mouse.",Positive
3881,"very good for the price ,it is a good in size,my grandkits love it",Positive
3882,great laptop for the price.,Positive
3883,do not buy unless you are willing to put in some extra money for this laptop.i have bought the vega 3 version and after i have tweaked some settings i have been able to run warframe at a constant 60 fps for most maps.i can also run war thunder from 30-60 fps on low/med settings.most lighter games will run pretty well...in fact i was surprised with the performance.casually this laptop is extremely good and it can watch videos in 4k without much lag if not any at all.with each model you really get what you pay for.i suggest this if you are a college student on a budget or just want to get your children or grandchildren something to use for school work and other things.,Positive
3884,"do not get acer products if you want to rely on a warranty or even if you want to repair something that should not cost 80% the price of the unit, acer sucks",Negative
3885,good value for the money. | i do not and will not game anything noteworthy on a laptop so i left that category blank.,Positive
3886,"great laptop , great price , great packaging and shipping...…...amazon is awesome !",Positive
3887,for your basic computer needs... i love this laptop for the price.,Positive
3888,"i needed a cheap an easy to use computer for my office, just for email and easy stuff, so i do not have to carry my powerful macbook around...so far it is good.",Positive
3889,"a fabulous product, great, super fast, it is better than expected and a great price",Positive
3890,watch for price drops and lightning deals on this....so worth the money!,Positive
3891,"sure, there are more powerful laptops out there for the price at the sacrifice of weight and battery life.",Positive
3892,it is a great laptop for the price.,Positive
3893,i saved $400 with the sale price.,Neutral
3894,great value for the money.,Positive
3895,"the laptop's performance was alright, what was expected given the price of the laptop.",Negative
3896,"could not work it with amazon costumer service, but a proper application of a good thermal paste solve it.",Positive
3897,just spend a little bit more if your getting a cheap laptop.,Positive
3898,"for the price and how well it runs, this laptop was a great deal!",Positive
3899,was in desperate need for new computer and this one is affordable and works super nice.,Positive
3900,for the price it is good. | do not waste your money.,Positive
3901,totally worthless.,Negative
3902,i chose this computer because i wanted something simple but not to cheap made.,Positive
3903,a solid-state drive at this price is unheard of.,Neutral
3904,they are great all around laptops and a great value at the price.,Positive
3905,"you all, this acer laptop is a million times better than the dell laptop i owned that cost 4x as much.",Positive
3906,great laptop for the money.,Positive
3907,"it is hardly even worth that. | if it was worth what is claimed, they would not have taken 50 percent off for a non-holiday sale.",Positive
3908,it is an easy to use computer with backlit keyboard like my apple which is a plus but a lot less expensive. | best computer for the money to watch movies on and great color.,Positive
3909,good value for to cost.,Positive
3910,worth every penny.,Positive
3911,for the money this is a great computer.,Positive
3912,very expensive too.,Negative
3913,"the ipad was cheaper, $329, but the pencil is $100 bucks so the prices even out.",Neutral
3914,"so far it has worked perfectly and without failure for what it costs and offers, it seems like a good purchase",Positive
3915,"at a very competitive price point, you are definitely getting substantial upgrades to justify the “plus” moniker: a 2.2k screen with 300 nits, which provides excellent brightness and clarity; a 16:10 screen aspect ratio for more vertical screen real estate, very handy for power users.",Positive
3916,i received the chromebook a couple days late but it was well worth the wait.,Neutral
3917,"i have been an it professional for 25 years, and this is definitely the best laptop at this price point i have ever used.",Positive
3918,i got it at good price on cyber monday.,Positive
3919,this laptop has worked well for a decent gaming laptop at a reasonable price.,Positive
3920,it is very powerful especially compared to some gaming laptops with thousands of dollars price.,Positive
3921,"charges fast, battery life is reasonable.",Positive
3922,good computer for the value. | the only reserve is that it is got a small drive - but that sounds like it is fairly easily upgradeable.,Positive
3923,this acer laptop is great for the price.,Positive
3924,"upgrade the ram, add a second hard drive, and this thing is pretty great for the price.",Positive
3925,one of the best value purchases for gaming laptops.,Positive
3926,probably the best little laptop for the money.,Positive
3927,"also purchased an inexpensive dvd drive which works well. | even with these extras, the cost was well below laptops that include these features.",Neutral
3928,excellent for the price..graphics are awesome and i love the backlit keyboard.,Positive
3929,do not waste your money. | amazon will not give me back my money .,Positive
3930,"then cyber monday came and spin 13 was on sale for the same price ($699), so i bought one thinking i will check it out and decide on either it of the pixelbook.",Neutral
3931,"too bad, other than that it seemed like a really great laptop for the price. | this time and trouble was not worth it, however, and i will hesitate to buy from acer again in the future.",Negative
3932,comparable specs to my pc that has top specs from last gen but for about half the price.,Positive
3933,it also can get fairly noisy when charging during use.,Positive
3934,"system cdnt even run one single trading program, froze multiple times and caused me to lose lotta money!",Negative
3935,it was at a wonderful price. | i was not offered a warranty for this machine so i looked up the item at the regular price and the extended warranty option was listed.,Positive
3936,"battery life is fairly long, but cord is very long.",Negative
3937,"nice screen quality, ok enough sound (could be a bit louder) for what you get for the price it is great value.",Positive
3938,otherwise for my intended purpose it was worth the price.,Positive
3939,for the cost i am satisfied,Positive
3940,at that point packed that expensive piece of crap up and sent it back.,Negative
3941,this is a great laptop for the price.,Positive
3942,i thought this machine offered good value for the money.,Positive
3943,great price.,Positive
3944,it runs games fairly well and looks amazing the only thing is that the battery life is not the greatest especially when gaming you will need to keep it on the charger and it does tend to run hot but that is to be expected from a gaming laptop,Positive
3945,"i have not done a lot with is yet, but its worth the money.",Positive
3946,good value for the price.,Positive
3947,"if all you need to do is stream a video and do some online shopping, save your money and buy something else!",Neutral
3948,"we got this on prime day so it was an even better price than it is normal price, but even the normal price is great for this computers features.",Positive
3949,"i wish it was a touch screen, but that would have increased the price.",Neutral
3950,"the screen is the perfect size, it is not too heavy but it does not feel cheap. | i feel like for the high quality and the low price, this is a super good deal!",Positive
3951,"nothing wrong with the system, but it took more than 2 weeks to arrive, and in the process, the m2 dropped in price.",Neutral
3952,"works well, nice color, has windows 11, and was really cheap.",Positive
3953,so far i have not seen another system that comes close to the value on this one.,Positive
3954,great value.,Positive
3955,i am disappointed & stuck with these two chrome laptops and took a bath in expensing so much money.,Negative
3956,"i bought this for my grandma because it is fairly affordable, has nice backlighting, and seemed easy to use for basic functions.",Positive
3957,"i purchased this laptop last summer (~july 2020) and for the past year, has been pretty much what i expected for it is price- the battery life is solid, it is light and portable, has a nice screen.",Positive
3958,"i upgraded the ram to max, which was not expensive, the graphics quality could be better for games. | do not waste your money.",Positive
3959,great computer for the price.,Positive
3960,overall it is a quality device for the price you pay.,Neutral
3961,great laptop at a great price from a seller that delivered exactly as promised.,Positive
3962,this laptop is really awesome for the price. | there were other is much more expensive that did not you what this does or did just what this does.,Positive
3963,"overall great product for the price, i have been more than pleased and i highly recommend.",Positive
3964,"i did not expect much from this laptop - considering its price, it would be unrealistic.",Negative
3965,"it replaced an older laptop that i use when i am away from home, and is perfect for my current needs at an affordable price.",Positive
3966,good for basic functions at this price point.,Positive
3967,money well spent.,Negative
3968,worth every penny. | 1 or 2 t's would have been better but m.2 nvme drives can get pricey at those lvls so i would get a second hdd or sdd for added storage.,Positive
3969,great value,Positive
3970,this pc runs photoshop faster and cleaner than desktops that cost me $3000 or more.,Positive
3971,do not purchase this product unless you are comfortable taking an extreme risk with cheaply made/faulty components.,Positive
3972,an external drive is cheaper than built in memory.,Neutral
3973,it is well worth the investment!,Positive
3974,it is worth it .. good laptop at an affordable price it folds .. easy to carry around .,Positive
3975,"however, due to terrible support and shady practices, it is been wildly cheapened by acer.",Negative
3976,the product is a great value purchase. | for the price it is definitely worth it. | obviously there are better spec laptops but way more expensive.,Positive
3977,"they were happening increasingly often, so i decided before all my data was lost (which was not really that much, since i keep all my actually important data on a home file server), i decided to shop around for a nice, reliable, not-too-cheap laptop i could use to replace it, and this is the one i chose to buy.",Positive
3978,plus 20 us of taxes i ended paying 372.25. today the computer on regular price is 309.99 us!!!,Neutral
3979,bought at $249.00 respectable specs for price given current demand.,Positive
3980,overall a great laptop for the price.,Positive
3981,not bad for the price.,Positive
3982,"right now, this is the best value gaming laptop you can get.",Positive
3983,"can get a little hot for lap use, but that is expected with a 2070. worth every penny.",Positive
3984,dont waste your money!!,Negative
3985,my old lap top died and i needed something inexpensive and soon.,Positive
3986,"the ss drive makes it quick and responsive, and so far windows 11 has been well behaved, nice little machine for the money.",Positive
3987,as a relatively low cost option for work or school it seems like a great choice.,Positive
