,Review,Rating,Battery Sentences,Battery Polarity,Battery Descriptors
2382,"first time macbook owner. really happy with the macbook air. do not let the lack of a fan be off-putting. the only time it gets even remotely warm is when rendering a video in imovie. even then, it is by no means hot to the touch. this is probably the most fail proof laptop out right now and dare i say, ever. the lack of a fan eliminates the last mechanical part and means this laptop have no moving parts. the soldered in m.2 storage and committing to your ram choice for the life of the laptop is my only complaint. so far i am not finding 8gb of ram to be an issue. most of the programs for mac os are pretty well optimized for the m1 chip. so everything feels to work pretty smoothly. the battery life is next level. over all it is more powerful, cooler and the battery lasts longer than ever. if you have been wanting to get your first macbook or have been batting around the idea of an upgrade. this would not be a bad choice.",5/5,"the battery life is next level | over all it is more powerful, cooler and the battery lasts longer than ever",0.27,"['next', 'more powerful']"
2384,my first day. i have used macbooks since 2006 when the first intel processors were used. the m1 chip is amazing. i now understand why 8 gb of ram is perfect for this model. crystal clear text rendering. silky-smooth touch pad. nice tactile response on keyboard— big improvement over the troublesome keyboards of the last 7 years. speakers are lovely. very pleased. battery fully charged. was able to easily migrate from my old 2016 macbook retina 12. easy to connect with icloud and mac account. a couple of my non-apple apps required rosetta to run with m1 processor—smooth download of rosetta. anyone needing a high end camera might go for the macbook pro but this is fine for my needs.,5/5,battery fully charged,0.0,['']
2385,"an apple product that does not break the bank but performs well. got this gift for the girlfriend and she absolutely loves it. screen is amazing with vivid colors. the battery life is pretty closed to advertised, lasts the whole day without fail. it also runs adobe programs pretty smoothly so that is a plus for working professionals. would recommend to anyone needing a portable travel buddy that can put out work too",5/5,"the battery life is pretty closed to advertised, lasts the whole day without fail",-0.04,['pretty closed']
2386,"the device is silent because it has no fans, the screen is not oled but it looks incredible for watching movies with vibrant colors and is very sharp making it great for text documents with small fonts. the battery life is incredibly good i can constantly get over a day with moderate to high use and yet somehow still manages to be an incredibly light device. it has a good dac and plenty of volume making it a good choice for audio lovers, especially if you use open backs since it makes no noise, and if you do not use headphones the speakers can get very loud and sound really good for a laptop. it runs mac os which can be hard to adapt too but it is alot less power intensive than windows so you rarely have to worry about overheating or battery in daily use. if you are a professional video or photo editor or run intensive task look towards a pro computer and for everyone else this is a great choice.",5/5,the battery life is incredibly good i can constantly get over a day with moderate to high use and yet somehow still manages to be an incredibly light device | it runs mac os which can be hard to adapt too but it is alot less power intensive than windows so you rarely have to worry about overheating or battery in daily use,0.12,"['incredibly good', 'adapt hard']"
2395,"pros: battery life : 5 stars, this machine last all day and i do not even know how",5/5,"pros: battery life : 5 stars, this machine last all day and i do not even know how",0.0,['']
2402,"this is so far my best investment on a piece of technology. everything is superb. great battery life, never gets hot. nothing comes close to this beast.",5/5,"great battery life, never gets hot",0.53,['never hot']
2404,"great purchase for photographers who want something to use for editing on the go. fast, silent, and crazy long battery life. nothing on the market when i purchased this came close to this.",5/5,"fast, silent, and crazy long battery life",-0.11,['silent crazy long']
2408,"i am not new to mac, but this was my first macbook pro. the speed is as fast my mac mini m1. the battery lasts all day even after watching a lot of videos. the weight is perfect. apple make the best products.",5/5,the battery lasts all day even after watching a lot of videos,0.0,['']
2410,"i used to never wanted to do with anything apple related, but as i got older i needed something to help with productivity, with a bit of entertainment on the side. this macbook fulfill every single thing i desire from a laptop from the sleek performance, fast and snappy experience, and the overall quality and feel of it. the battery life is no joke as well. i used the macbook for almost the whole day and it was no slouch. bottom line, get this laptop, you will not forget it and once you go mac, you never go back.",5/5,the battery life is no joke as well,0.0,['']
2414,"i have not bought a new laptop in years because i have upgraded my 2013 macbook pro. and let me say, the battery life is amazing, the rendering process for videos of photography (mainly what i used it for) is so fast, the weight of the laptop is so light, and overall just best for the buck. i would recommend this laptop for sure.",5/5,"and let me say, the battery life is amazing, the rendering process for videos of photography (mainly what i used it for) is so fast, the weight of the laptop is so light, and overall just best for the buck",0.39,['so so amazing fast light']
2416,primarily used for photo editing and some light graphic design on the go with photoshop and works flawlessly for that. super fast with the m1 and the battery lasts seemingly forever under normal use. no issues with the screen cracking either after over a month of use taking it out every day.,5/5,super fast with the m1 and the battery lasts seemingly forever under normal use,0.23,['super fast normal']
2417,"coming from one of the worst macbook pro generations (2017) this was a breath of fresh air. very snappy, quiet, cool, long battery life, fantastic keyboard (those butterfly switches were a mess) oh and the touchbar, i love that thing, did not think i would use it a lot but here i am using it a lot😂 it is an amazing laptop, the only laptop i would ever recommend anyone get (besides the macbook air)",5/5,"very snappy, quiet, cool, long battery life, fantastic keyboard (those butterfly switches were a mess) oh and the touchbar, i love that thing, did not think i would use it a lot but here i am using it a lot😂 it is an amazing laptop, the only laptop i would ever recommend anyone get (besides the macbook air)",0.2,['long']
2420,"i have always been a fan of the smaller 12"" and 13"" macbook pros and this is the best version yet. instant on is really cool. i use the adobe creative suite daily and this little laptop keeps up with everything i need to do. the battery life is ridiculously awesome.",5/5,the battery life is ridiculously awesome,1.0,['ridiculously awesome']
2421,"i love my macbook pro! i had the 13 inch macbook air 2017 and i hated that thing, used it for college and i wanted to get rid of it so bad so i gave it away. i always wanted the macbook pro because i thought they were just built better and i the interface of how its designed looked way better. finally was able to buy one and so far so good. i really hope and pray this one does not start going slow like how my macbook air did after a year or 2. bought one for my friend as well and she loves hers. i mainly use it for work, school/zoom calls and a little bit of streaming. not a gamer so battery life is something i never have to worry about. battery life was amazing for the first 2 weeks but i can tell now the battery has been dying slightly faster but i believe it is from how much i have been on it lately but if i put it down for a few days (most likely 2) battery life hangs in there.",4/5,not a gamer so battery life is something i never have to worry about | battery life was amazing for the first 2 weeks but i can tell now the battery has been dying slightly faster but i believe it is from how much i have been on it lately but if i put it down for a few days (most likely 2) battery life hangs in there,0.08,"['', 'amazing']"
2427,"i bought this laptop primarily for college. as someone who has dealt with both devils by the name of apple and microsoft, the operating system differences do not bother me (although, one thing i did find is that when i go home and i am not able to do any gaming, it can be a bit of an irritation, but that was never why i bought this laptop to begin with). the screen and battery life on this thing are amazing. my previous laptops had terrible screens and had a max battery life of about two hours. this laptop, between using it for school, doing photo editing, graphic design, coding, and video editing, can easily last me up to two days or even more. the one thing i will say is that frequently in order for me see things most of the time, i need the screen cranked up past 50% brightness most of the time. i like the touch bar, i barely use function keys in most applications and the apps that do use them have the buttons on the touch bar anyways. i will say though unless you care about the touch bar, a slightly larger battery, and a fan being inside this machine (which for the record, with all of my use of heavy exports and edits, has never once turned on), just buy the macbook air. for school especially, it will get you across fine. the 8 gb model is also superb in most of the tasks i need to accomplish. i mean, it has similar performance in what i need for compared to my pc with a ryzen 3700x, and rtx 3070, and 32gb of ram. there were a couple of times where webpages tried to use more than 8gb of ram and that caused some trouble, but after turning on an ad-blocker i never had that issue again. macos has superb memory management, which allows for someone semi-professional like me to get by with it just fine.",5/5,"the screen and battery life on this thing are amazing | my previous laptops had terrible screens and had a max battery life of about two hours | i will say though unless you care about the touch bar, a slightly larger battery, and a fan being inside this machine (which for the record, with all of my use of heavy exports and edits, has never once turned on), just buy the macbook air",-0.15,"['amazing', 'terrible', 'larger']"
2433,"i already had an hp laptop that had no problems other than the battery life was lacking. so, why did i get another one? i am about to start nursing school at the end of august which requires you to have a laptop all day (about 8 hours). my dad surprised me this macbook. i am an apple girl through and through (watch, phone, airpods). to say that i was over the moon receiving my first macbook was an understatement. i have been testing it out for about a week now. it came in perfect condition. no scratches or problems with the screen. this computer is fast when it comes to everything. as soon as you open it, it is on. i seriously cannot catch it off no matter how little i open it. every web page pops up quick and loads quicker. i am amazed that i can text through this macbook and it synced all of my stuff from the cloud effortlessly. it has a touch bar that is insanely cool and in my opinion, useful. the battery life. omg the battery life. i purposely did everything in my power to drain it. i am on day 7 of using it without charging it and it is at 41%. now, i have not been on it all day everyday. i have mainly used it to write, read, and text. however, i have used for a good 4 hours each day. if you are a college student who needs a reliable computer this one is for you!!!! it is 100% worth every penny. if you want coverage for the macbook always go through apple. they will give you the best bang for your buck.",5/5,i already had an hp laptop that had no problems other than the battery life was lacking | the battery life | omg the battery life,-0.12,"['than other', '', '']"
2445,"it is a solid apple product, and i was way overdue to get a laptop. i researched and considered several pre-owned models, but the cost on this macbook pro and the m1 chip made it a clear choice. with used/refurbished computers, there are still risks, not to mention lower battery life and physical damage. with a brand new machine, those chances are almost completely gone!",5/5,"with used/refurbished computers, there are still risks, not to mention lower battery life and physical damage",0.0,['lower physical']
2448,"i have had the new m1 macbook pro for several months now, and i have to say that it lives up to all of the superlative reviews it received. as expected, the most noticeable improvement is its speed, which is in another league from my 2012 mac. battery life is excellent, and the automatic day/night screen change works very well. although some prefer the standard control bar on the macbook air, i think the automatic control bar on the new pro is really neat. i also like the larger touch pad on the pro vs the one on the air. all things considered, the new macbook pro is a great value, especially at the amazon sale price.",5/5,"battery life is excellent, and the automatic day/night screen change works very well",0.6,['excellent']
2449,"i own over 50 computers and it blows away my 11th gen dell xps 13 i7, my surface book 3, my ryzen 7 thinkpad. the first week i got it the battery lasted for 5 days and 22 hrs of use and still had 20% left. i felt guilty and charged it. the geekbench 5 rating beat all those listed laptops and they had 16 or 32gb of memory and the macbook pro m1 had only 8gb of unified memory. the keyboard felt great, the sound was superb, the screen bright, and it was blazing fast in all i did. i am an it consultant and deal in windows based databases and this mac has now become my daily go to system at home. it has become my new front end.",5/5,the first week i got it the battery lasted for 5 days and 22 hrs of use and still had 20% left,0.12,['first']
2450,the new m1 chip in the macbook pro really makes a difference when you are running multiple work heavy programs that require processing power. not to mention the screen gets really bright and the battery is also great. i have had it now for almost 2 months and have not noticed any issues yet.,5/5,not to mention the screen gets really bright and the battery is also great,0.75,['really bright great']
2452,"the performance of this machine (cpu, memory, ssd, and gpu speed) is outstanding. the battery lasts over 10x longer than my previous laptop, a lenovo thinkpad t490. the display is bright (500 nits) and beautiful. the laptop is ultra-portable, weighing less than 3 lbs. either the cooling fans on this laptop are so quiet that they are inaudible, or else they have never come on! macos big sur is intuitive and feature-rich, and the fact that the os is based on unix makes software development a delight. the only criticism that i have with this machine is that it only has 2 thunderbolt 3 usb-c ports; an external usb-c hub/adapter/dongle is required if one needs hdmi, usb-a, ethernet, sdhc, displayport, or vga connectivity. the price / performance of the m1 macbook pro is hard to beat!",5/5,"the battery lasts over 10x longer than my previous laptop, a lenovo thinkpad t490",-0.17,['lenovo']
2455,"i have been a windows user for years and recently upgraded to macos through the company i work with. after using both operating system simultaneously for 2 years, it was time to upgrade my personal laptop. purchasing a macbook pro was the best decision i made. it is a very powerful machine with great battery life. it handles all my tasks really well and no lag. 10/10 recommend to anyone looking to upgrade.",5/5,it is a very powerful machine with great battery life,0.59,['very powerful great']
2458,i needed a laptop for school and chose a macbook since it has a handoff feature and the icloud stuff gets synced which helps a lot! you can copy a text on your ipad and it can be pasted right away to your macbook which is amazing! i got mine with 16gb ram and it works great. it never lags and i play sims 4 on it to with over 30gb of custom content (cc) and mods. my game will never lag it loads super fast and works seamlessly. the fans rarely come on whenever i am doing schoolwork. they do however come in during sims gameplay but that is normal since it is a heavy game. it does not get hot either. the battery life is great. i will use it 2-4 hrs/day and the battery can last most of the week. the touch bar is amazing! i do not know why people hate it. i use it a lot of the times and find it very useful! you can unlock your macbook with your watch as well! this laptop is perfect! it does take some getting used to if you have never been on mac and only windows. but it is definitely very similar to my gaming pc! the m1 chip is insane! i definitely recommend and it is worth the money!,5/5,the battery life is great | i will use it 2-4 hrs/day and the battery can last most of the week,0.43,"['great', 'of most']"
2462,"small portable and light weight. i am extremely happy about the battery life, i switched from a 7 year old lenovo windows laptop to macbook pro m1 and loving it. it is been two days of sporadic use of browsing and youtube videos and battery is still at 80%. intuitive use of touchbar. only thing is now i have to purchase dock to attach all the peripherals.",5/5,"i am extremely happy about the battery life, i switched from a 7 year old lenovo windows laptop to macbook pro m1 and loving it | it is been two days of sporadic use of browsing and youtube videos and battery is still at 80%",0.5,"['extremely happy', '']"
2467,"i got this baby on christmas and i came from using windows laptops. it was a change and i will tell you, i will not ever go bac to windows. i love this thing. the battery alone last days! mine was ordered straight through apple, and it came same day. so far i have been using this thing to browse the internet and do some light work. i use an external hard drive for photos and music cause is a 256 and 8g. i have microsoft office 2019 installed and its working like a charm.",5/5,"the battery alone last days! mine was ordered straight through apple, and it came same day",0.07,['alone']
2470,"i got my new macbook pro 13"" for christmas and i love it! it is awesome and i could not be happier. i iike how small it is, easy for me to carry around and much more portable than my old macbook pro 13 inch from like 2012. one of the major benefits of this laptop is the battery life. it lasts forever, i can go a few days without charging it where as with my 2012 laptop i have to have it plugged in all the time. i use the charger so infrequently that i lost it and had to order a new one. i love the touch id feature, it really makes it fun to log into my computer. the keyboard is a breeze to type on, and i am using it to fill out this review now. five stars!",5/5,one of the major benefits of this laptop is the battery life,0.06,['']
2472,"i really wanted to love this laptop. i have had only macs for years. this was supposed to be an upgrade from my 2014 macbook air. i previously had a 2020 16"" intel based macbook pro for work configured with two hp monitors. no issues with the monitors and connected instantly with zero effort to get the screens to work with the laptop. bought this one and connected to my belkin hub for the hdmis. would only connect a single monitor. googled the issue and found that the new m1 apple chip only supports a single monitor. news to me and i guess i should have researched more. however the low rating stems from the fact that this is a pro laptop. a professional would want two monitors and should not have to google whether a pro laptop supports more than 1 monitor when the intel version does seamlessly. despite this i had planned to keep it and just deal with 1 monitor because of the cost savings over buying the intel based macbook pro and wanted the longer battery life. now brings me to the issue that made me return the laptop. this laptop just would not configure to show a clear resolution with my monitors. the scale was off and the display just stayed blurry no matter what setting i changed it to on the monitor or the laptop's settings. tried and tried and just gave up. returned this and ordered an intel based 13"" macbook pro. no issues, supports dual monitors, and seamlessly integrated to the laptop. no blurry screen and no having to set or change any settings to get it to work. i am floored that apple would produce a pro for business that only supports a single monitor. i love apple but will not buy anything with their chip until the kinks are worked out.",2/5,despite this i had planned to keep it and just deal with 1 monitor because of the cost savings over buying the intel based macbook pro and wanted the longer battery life,0.0,['longer']
2484,"apple hit it out of the park with the new m1 chip. it outperforms i7 laptop from a year ago by a long shot. plus outperforms most while having a over 12 hour battery life. i not no apple fan, but this laptop is great. plus they finally got rid of the dreaded butterfly keyboard that would fail even when we will taken care of and when back to the older but mature scissor keyboard design. the screen is accurate, if your looking to upgrade. this is the one to get, or even go with the base model with out touch bar and still will outperform the intel macs and other laptops, while having the best power management on any laptop seen to date, while at a finally reasonable price.",5/5,plus outperforms most while having a over 12 hour battery life,0.5,['']
2498,"i bought this laptop in late january. by may, the display was suddenly filled with random lines and blocks. the genius bar assistant ran a test, found the laptop had no scratches, and promised that only the top case and display would be changed. despite my skepticism about the quality behind the macbook pro m1 that only lasted 4 months of usage, i accepted the repair. one week later, i went back to the apple store and casually checked the repaired laptop’s case. there were scratches around the top case logo. there was a dent on the bottom case edge. after i brought up these issue, the genius bar assistant became nervous and tried to run a diagnosis test. he could not because one of the usb c port was broken. after checking the only other usb c port, the battery was entirely drained and failed the diagnosis test. the cost of the applecare repair was quoted $500, but the damages it caused was probably close to $1000 if not more. i bought a brand new $1400 macbook pro that in a few months, had turned into a beaten, refurbished product through applecare.",1/5,"after checking the only other usb c port, the battery was entirely drained and failed the diagnosis test",-0.16,['other']
2500,"i have been using my m1 mbp for 4 months now with apps like photoshop, logic pro, chrome, safari (all m1 compatible) and there are tons and tons of lag every time. its the kind of lag that makes you think maybe i should have gotten more ram but it does not seem to be memory issues. i love the battery life and not hearing the fan but i actually miss my 15in intel mac. do not upgrade yet, stick to your macbook and wait for the bugs to be worked out.",2/5,i love the battery life and not hearing the fan but i actually miss my 15in intel mac,0.25,['']
2504,"m1 pro chip is super powerful - photo/video editing, graphic design - this thing just kills it. compared to previous macbook pro, it is a giant leap ahead. these tasks are a main reason to buy the pro version of the macbook. this particularly model is the lower end of the spec you can get for a pro, but it still kicks butt. you can get the pro max chip and bump up the ram to 64gb if you want - and add tons more storage. the 14 inch macbook pro is the perfect size for a balance of portability and power. it can do pretty much everything the 16 inch version does. the display is stunning. just gorgeous. 120hz capability (pro motion) gets rid of blur when scrolling and makes for clearer action when viewing movies. the brightness and black levels on the display are awesome. real hdr viewing - a big difference. you will hear about ""the notch"" at the top of the screen where the camera is. after 10 minutes i do not even notice it. it means nothing for your experience. its just something critics have chosen to harp about. in most apps the notch is no even visible. camera is now a full 1080p and is a big upgrade over previous macbooks. six speaker sound system with new woofers - sounds incredible. music/movies it feels like surround sound. for video conferencing the microphones are studio quality and you can tell - this is great for video conferencing. the keyboard is a dream to type on. very solid like all macbooks, no spongy feel you get with so many other laptops. the apple magic keyboard is the best - as is the track pad. battery life is amazing. i have gone all day on battery without needing to plug in. at best its spec says 17 hours, which is crazy! especially for this spec...but for real world use with a mix of tasks, it will not be 17 hours but i did a 9 hour session yesterday, and still had a ton of battery left. the power efficiency is ground breaking. they have added back the magsafe power plug - which is great! and added back an sd card slot and and an hdmi port - which many of us hated the previous macs that deleted these ports. i wish it had at least one usb-a old style port - but it does not. you get three usb-c thunderbolt 4 ports that you can use with adapters if needed. they got rid of the touch screen bar at the top of the keyboard from previous pro macbooks and put back the regular mechanical keys for the controls. apparently they listened to a lot of users who did not really like the touch pad. the shape and style of this laptop is great. some say the edge of the laptop looks ""sharp"" where your wrists rest. that is bs. i have been typing most of the day and i do not feel any issue with the edge of the laptop at all. very comfy for typing. some haters may try to find reasons to bash this new macbook pro, but i am telling you - from any perspective, all brand bias aside - this is an amazing laptop - the best apple has ever made, hands down. and i would say you will not find a better power laptop anywhere. all that said - this is not a gamers machine. apple is not for hard core gamers. i mean you can play games on it that you get from the app store. i am a hard core gamer and a pc geek - i have a powerful windows pc for gaming. and always will. but for everything else. this macbook is king. i use to for music, for photo and video editing, for productivity. i can plut into a giant monitor if i want a bigger screen - it works great on my 34 inch ips panel. so if you are wondering if this macbook 14 inch pro is the real deal or not - i am here to tell you, its the real deal. i finally upgraded from my 2015 macbook pro because this new one hits so many sweet spots - revolutionary power and battery life, excellent ergonomic design, great sound, stunning display - its the whole package. if you are thinking of getting one - you will not be disappointed. one last comment. i am an old timer windows guy, and i know all the counter arguments for the mac. many wills say this is overpriced compared to a windows laptop with similar spec. first, show me an intel based laptop that can match these new m1 pro chips - you cannot. and aside from that, the mac os is secure and stable - rock solid - and is intuitive with amazing features - like the ability to copy and paste text from a photo! whaaat? and the design/ergonomics/quality of these macbooks is unmatched. so, yes you pay more - but you get more. my last macbook pro lasted me almost 7 years and it still works great. if you want this laptop - get it! it rocks.",5/5,"battery life is amazing | i have gone all day on battery without needing to plug in | but for real world use with a mix of tasks, it will not be 17 hours but i did a 9 hour session yesterday, and still had a ton of battery left | i finally upgraded from my 2015 macbook pro because this new one hits so many sweet spots - revolutionary power and battery life, excellent ergonomic design, great sound, stunning display - its the whole package",0.39,"['amazing', '', '', 'sweet revolutionary excellent ergonomic']"
2507,"so far so good!! i bought this m1 mbp and i am happy with its functionality. it has delivered what the advertisements claim to say. i have been able to work out of this computer since i bought it. the battery life is incredible; one charge can last most of the day with basic usage, but of course it would require another charge if using ram intensive applications but overall i am happy with this upgrade. the m1 processor is such a nice upgrade because processing time have improved because the work is done so much faster, and the 16gb of ram definitely is a nice combination.",5/5,"the battery life is incredible; one charge can last most of the day with basic usage, but of course it would require another charge if using ram intensive applications but overall i am happy with this upgrade",0.37,['with incredible happy']
2510,"apple knocks it out of the park again. the processing speed m1 pro, storage, long battery life and graphics are amazing. i only use it for my private practice ie. checking emails, completing therapy notes so it is a bit overkill for my purpose, but i love it! my only regret is that i went with the 14.2in instead of the 16.2 in. that extra 2 inches makes a big difference. the 14in feels like a 13in",5/5,"the processing speed m1 pro, storage, long battery life and graphics are amazing",0.28,['amazing']
2512,i have been a macbook pro 13.3” user for last 12 years and used 3 different models. however found this 14” version to be most well designed and better to use. the key board is lot better. the battery life is longer; best is the magsafe connector that was brought back; essential for house full of kids,5/5,the battery life is longer; best is the magsafe connector that was brought back; essential for house full of kids,0.34,['longer']
2515,"this new macbook pros with the m1 pro chips are incredible laptops. the have a lot of performance in a slimline case. even at full processing they do not get superhot and barely make any noise. my only complaint is value compared to the intel/amd equivalent laptops. they are much more expensive, but what they make up for in build quality, the keyboard feel, battery life and display resolution, they are well worth the extra that you pay.",5/5,"they are much more expensive, but what they make up for in build quality, the keyboard feel, battery life and display resolution, they are well worth the extra that you pay",0.07,['well more expensive worth']
2521,"great version of macbook pro, i come from the 13"" with only two usb-c ports (major failure in the design), so i really appreciate the new ports, the storage capacity, the speed, the battery but most of all i really love the touch id (fingerprint recognition) on the power button, now i can use my fingerprint to unlock macbook pro or to quickly lock the screen. what a practical function!",5/5,"great version of macbook pro, i come from the 13"" with only two usb-c ports (major failure in the design), so i really appreciate the new ports, the storage capacity, the speed, the battery but most of all i really love the touch id (fingerprint recognition) on the power button, now i can use my fingerprint to unlock macbook pro or to quickly lock the screen",0.25,['most']
2525,"i have a mabook pro covered by apple care. the computer needs a new battery. to make a long story short apple left me for months with a computer, again under warranty, which i can use for a couple of hours for simple tasks like web browsing before it needs to be recharged. apple refused to replace the battery because the diagnostic read 81% not below 80 % as per policy. in all this apple did not have any problems asking me to invest countless hours of my time between doing clean installs trips to apple stores etc.. i feel a more respectful way to treat me as a loyal customer could have been let us replace the battery first and if that does not fix the issue which i seriously doubt ask me to do troubleshooting. all this to save something that would probably cost you few $$. seriously ?",1/5,the computer needs a new battery | apple refused to replace the battery because the diagnostic read 81% not below 80 % as per policy | i feel a more respectful way to treat me as a loyal customer could have been let us replace the battery first and if that does not fix the issue which i seriously doubt ask me to do troubleshooting,0.23,"['new', 'the diagnostic', '']"
2526,"i bought my new laptop through amazon because i was in a time crunch and needed it before leaving on a work trip. apple did not have the one i was looking for in stock. ever since i got this, my battery life is terrible, the bottom gets hot and it has weird issues. for example, the camera will randomly stop working and all my videos freeze when i am streaming movies or youtube. keep in mind, i only lightly use the computer 2 times a week max and do not have much uploaded to it. i am nervous that it was refurbished or something but have no way to know.",2/5,"ever since i got this, my battery life is terrible, the bottom gets hot and it has weird issues",-0.42,['terrible hot']
2537,"this macbook is the absolutely perfect balance of design, battery life and sheer power. i‘ve used six macbook pros since 2012, and this is by far the best yet. the 14-inch form factor is perfect and i could not ask for anything more. worth every dollar and the best pick for students who need power (e.g. engineering students.) downright incredible.",5/5,"this macbook is the absolutely perfect balance of design, battery life and sheer power",0.5,['absolutely perfect sheer']
2538,"apple's reputation speaks for itself. not everyone needs the power of a macbook pro. but, those that do will love this computer. blazingly fast, long battery life and solid build quality.",5/5,"blazingly fast, long battery life and solid build quality",0.05,['long solid']
2540,"this i my second macbook pro but my first brand new one. it is sleek and and light weight. i really like the fingerprint reader. the battery life is really better than i imagined, exceptional. i mostly edit photos and use word for writing. i am very happy with my purchase.",5/5,"the battery life is really better than i imagined, exceptional",0.58,['imagined better exceptional']
2543,"it is fast, beautiful display. really good battery life. although heavier than most laptops. it is something i feel in love with over time. quality is really great. the keyboard is responsive and feels comfortable.",5/5,really good battery life,0.7,['really good']
2547,"best and most powerful laptop i have ever owned. new to apple and i l absolutely love mac os, i love the build quality, battery life cannot be beat, screen is absolutely beautiful, cannot find one thing i do not like about this beast of a machine.",5/5,"new to apple and i l absolutely love mac os, i love the build quality, battery life cannot be beat, screen is absolutely beautiful, cannot find one thing i do not like about this beast of a machine",0.5,['absolutely beautiful']
2549,"i ordered the m1 max from amazon. i been a windows user my whole life and due to me needing xcode i decided to get a macbook to replace my alienware from 2014. mac is a little difficult to get used to the shortcuts are different. this thing can ran game maxed out but there is no raytracing. there are a lack of natural macos also. the best thing about this macbook pro is the screen 10/10, the battery 10/10, portable 10/10 and the sound 10/10. macsafe is a great feature it keeps you laptop from hitting the floor if you trip, also charges crazy fast.",5/5,"the best thing about this macbook pro is the screen 10/10, the battery 10/10, portable 10/10 and the sound 10/10",0.7,['portable']
2554,"if you are looking for a laptop with real portable features, macbook is the best. it has the longest battery life i have ever seen. fairly light, very gorgeous and stunning with very high quality materials. the main feature of a macbook is the macos but now with a silicon designed for the os, it is flying. very cool such that i have never heard the fan kicks off (after 6 month of using!!!) it is the best for almost all applications and purposes except gaming. you should never play games on macbook, it is not designed for this purpose. it is the most portable laptop i have ever had. just remember to install native-m1/apple-native softwares on it to feel the power. other than that, it is just a bit better than other laptops.",5/5,it has the longest battery life i have ever seen,0.0,['longest']
2557,"will update as i use it but so far this thing is honestly a bigger bump from my 2013 15 inch mbp to my 2019 i9 mbp. only used a couple days will update later but so far the battery life is so good, the screen is godly, and the keyboard is so much better than the 2019 version. basically anything you want in a laptop. i got the cheapest (cheapest lol) model, but basically that is saying a low end ferrari since the cheapest is what most people would need (even more than most honestly). i do not game but use for work and need the larger monitor.",5/5,"only used a couple days will update later but so far the battery life is so good, the screen is godly, and the keyboard is so much better than the 2019 version",0.26,['much so good godly better']
2566,"i will start by saying i love the computer. i have bought macbook pros several times in the past, and this is everything i expect and more. gorgeous screen, quality speakers, love that there is an sd card reader and lots of ports (unlike my 2016). also, the battery life is impressive. i can work all day on one charge!",3/5,"also, the battery life is impressive",1.0,['impressive']
2572,"i have never owned a mac. let us just say i will never purchase anything other system. the photoshop and quality. the tools available are amazing. i have already begun restoring old photos from family albums. i love the seamless connectivity of my mac, iphone and apple watch are awesome and makes my hectic life more simplified. the battery life is crazy long. i would say over 18 hours and it did not die in my. my work lap too dies after 4 hours of continuous use.",5/5,the battery life is crazy long,-0.33,['long crazy']
2581,"bought this to replace an xps 17 9700 (i7-10875h, 32gb ram, 2tb ssd, rtx 2070 max-q) and while it is not a fast (probably 85% for davinci resolve exports, 90% for after effects, equivalent on those games that will run on windows or macos like the tomb raider series) the battery life is significantly better. i have also never had an xps that would just turn on when you opened it up - both the 17 and my older 13 would take a minute to wake up.",5/5,"bought this to replace an xps 17 9700 (i7-10875h, 32gb ram, 2tb ssd, rtx 2070 max-q) and while it is not a fast (probably 85% for davinci resolve exports, 90% for after effects, equivalent on those games that will run on windows or macos like the tomb raider series) the battery life is significantly better",0.2,['significantly better']
2584,"by far the best laptop, or just computer, i have ever owned! amazing screen, sound, battery life, and blazing fast! even when rendering 4k videos with color corrections and graphics. i cannot even imagine what the higher end models can do!!",5/5,"by far the best laptop, or just computer, i have ever owned! amazing screen, sound, battery life, and blazing fast! even when rendering 4k videos with color corrections and graphics",0.47,['amazing']
2588,battery life is amazing. m2 chip runs most apps very smoothly. great laptop.,5/5,battery life is amazing,0.6,['amazing']
2589,"i got the base 256gb 8gb of ram model and this thing does everything i need it to and more. i consider myself fairly tech savvy, so when i heard all the controversy surrounding this model and its slower ssd, i was a little hesitant. after realizing what i wanted to do with the computer, this become a non-factor. i mostly do school (computer science) a little bit of rendering for my 3d printer and some very light gaming. the ssd has never been an issue in my day to day. if you are editing photos or access large files that will need to be read or written to often, maybe go to the 512gb model to get the faster ssd. if you are not working in cad or video/photo editing all the time you will not care i promise. the rest of this machine has astounded me. 18 hours of battery life is not just marketing, the speed of the m2 is snappy and can handle much more than i thought it would. the new screen is gorgeous. trackpad is the best on the market bar none. the keyboard is the best keyboard i have ever felt on a laptop and is an absolute joy to type on. magsafe is back and amazing as before. probably my favorite thing about this laptop, coming from a windows gaming laptop is the lack of a fan. you will lose a little performance, but not having that noise is absolutely astounding. cannot recommend this thing enough. great job apple.",5/5,"18 hours of battery life is not just marketing, the speed of the m2 is snappy and can handle much more than i thought it would",0.5,['snappy']
2600,"from pc guy to mac guy! the jump was much easier than i thought. thank goodness there is a mac version of all the software i used in the pc world. this mac is a beast compared to the previous pc’s i have owned. everything is much better. battery life, processor’s, compatibility with all my wireless peripherals. it is almost too much. plenty of room to grow. macbook pro 13in. m2 16gbram 1 tb ssd!…",5/5,"battery life, processor’s, compatibility with all my wireless peripherals",0.0,['wireless']
